,State,District,Season,Crop,Year,Area,Rainfall,Production,Humidity,Min Temperature,Max Temperature,Temperature
20272,odisha,nuapada,whole year,dry chillies,2003,2860.0,97.08335417,2260.0,78,10,43,26
20273,odisha,nuapada,whole year,dry chillies,2004,3093.0,124.48633329999998,1650.0,75,11,44,27
20274,odisha,puri,kharif,dry chillies,1999,680.0,62.84775,540.0,77,12,42,26
20275,odisha,puri,rabi,dry chillies,1999,390.0,118.37,260.0,77,12,42,26
20276,odisha,puri,whole year,dry chillies,2000,240.0,192.334,200.0,76,11,42,26
20277,odisha,puri,whole year,dry chillies,2001,240.0,55.7545,210.0,77,11,42,26
20278,odisha,puri,whole year,dry chillies,2002,230.0,171.51875,200.0,76,11,44,27
20279,odisha,puri,whole year,dry chillies,2003,250.0,50.12575,210.0,78,10,43,26
20280,odisha,puri,whole year,dry chillies,2004,331.0,213.60375,280.0,75,11,44,27
20281,odisha,rayagada,kharif,dry chillies,1999,1180.0,202.5966667,1420.0,77,12,42,26
20282,odisha,rayagada,rabi,dry chillies,1999,1060.0,109.3765,1240.0,77,12,42,26
20283,odisha,rayagada,whole year,dry chillies,2000,2590.0,139.434,2150.0,76,11,42,26
20284,odisha,rayagada,whole year,dry chillies,2001,3630.0,234.5686667,2870.0,77,11,42,26
20285,odisha,rayagada,whole year,dry chillies,2002,3750.0,67.52575,3300.0,76,11,44,27
20286,odisha,rayagada,whole year,dry chillies,2003,2120.0,247.57325,1870.0,78,10,43,26
20287,odisha,rayagada,whole year,dry chillies,2004,2006.0,135.21333330000002,1770.0,75,11,44,27
20288,odisha,sambalpur,kharif,dry chillies,1999,1890.0,66.48925,2040.0,77,12,42,26
20289,odisha,sambalpur,rabi,dry chillies,1999,4450.0,127.77225,5160.0,77,12,42,26
20290,odisha,sambalpur,whole year,dry chillies,2000,5820.0,224.43,4910.0,76,11,42,26
20291,odisha,sambalpur,whole year,dry chillies,2001,4630.0,67.215,4080.0,77,11,42,26
20292,odisha,sambalpur,whole year,dry chillies,2002,4450.0,187.67375,3740.0,76,11,44,27
20293,odisha,sambalpur,whole year,dry chillies,2003,4670.0,132.0493333,4020.0,78,10,43,26
20294,odisha,sambalpur,whole year,dry chillies,2004,4188.0,48.617,3600.0,75,11,44,27
20295,odisha,sundargarh,kharif,dry chillies,1999,3730.0,119.1335,3020.0,77,12,42,26
20296,odisha,sundargarh,rabi,dry chillies,1999,1010.0,112.2375699,820.0,77,12,42,26
20297,odisha,sundargarh,whole year,dry chillies,2000,2570.0,107.26288079999999,2250.0,76,11,42,26
20298,odisha,sundargarh,whole year,dry chillies,2001,2600.0,112.38124009999999,2280.0,77,11,42,26
20299,odisha,sundargarh,whole year,dry chillies,2002,3000.0,97.83468667,2550.0,76,11,44,27
20300,odisha,sundargarh,whole year,dry chillies,2003,3200.0,136.0842239,2720.0,78,10,43,26
20301,odisha,sundargarh,whole year,dry chillies,2004,3320.0,129.8477733,2820.0,75,11,44,27
20302,puducherry,karaikal,kharif,dry chillies,1998,2.0,101.1083245,5.0,78,19,40,28
20303,puducherry,karaikal,whole year,dry chillies,1999,2.0,105.898027,7.0,76,15,40,28
20304,puducherry,karaikal,whole year,dry chillies,2000,1.0,111.00825230000001,2.0,75,17,41,28
20305,puducherry,karaikal,whole year,dry chillies,2003,2.0,119.262271,4.0,75,18,42,28
20306,puducherry,karaikal,whole year,dry chillies,2004,1.0,95.73577259,2.0,76,15,38,28
20307,puducherry,karaikal,whole year,dry chillies,2005,1.0,73.29394715,2.0,74,18,39,28
20308,puducherry,karaikal,summer,dry chillies,2006,1.0,65.83224560000001,2.0,71,18,40,28
20309,puducherry,karaikal,summer,dry chillies,2007,1.0,87.8966038,1.0,77,19,40,28
20310,puducherry,pondicherry,kharif,dry chillies,1998,6.0,67.09280032,18.0,78,19,40,28
20311,puducherry,pondicherry,whole year,dry chillies,1999,9.0,91.74023336,28.0,76,15,40,28
20312,puducherry,pondicherry,whole year,dry chillies,2000,7.0,79.75871078,26.0,75,17,41,28
20313,puducherry,pondicherry,whole year,dry chillies,2002,14.0,94.40244833,36.0,76,18,41,28
20314,puducherry,pondicherry,whole year,dry chillies,2003,8.0,91.92962069,24.0,75,18,42,28
20315,puducherry,pondicherry,whole year,dry chillies,2004,11.0,75.97038506,30.0,76,15,38,28
20316,puducherry,pondicherry,whole year,dry chillies,2005,7.0,75.84628209,15.0,74,18,39,28
20317,puducherry,pondicherry,kharif,dry chillies,2006,1.0,56.70519017,2.0,71,18,40,28
20318,puducherry,pondicherry,rabi,dry chillies,2006,4.0,83.63709182,8.0,71,18,40,28
20319,puducherry,pondicherry,summer,dry chillies,2006,3.0,64.82992432,8.0,71,18,40,28
20320,puducherry,pondicherry,kharif,dry chillies,2007,1.0,90.34299369,1.0,77,19,40,28
20321,puducherry,pondicherry,rabi,dry chillies,2007,1.0,70.09891614,1.0,77,19,40,28
20322,puducherry,pondicherry,summer,dry chillies,2007,2.0,110.36990970000001,2.0,77,19,40,28
20323,puducherry,pondicherry,kharif,dry chillies,2008,1.0,68.85168745,1.0,77,18,39,28
20324,puducherry,pondicherry,rabi,dry chillies,2008,1.0,86.87620931,1.0,77,18,39,28
20325,puducherry,pondicherry,summer,dry chillies,2008,1.0,87.01693411,1.0,77,18,39,28
20326,puducherry,pondicherry,kharif,dry chillies,2009,1.0,90.07916118,1.0,76,18,41,28
20327,puducherry,pondicherry,rabi,dry chillies,2009,1.0,99.04651343,1.0,76,18,41,28
20328,puducherry,pondicherry,summer,dry chillies,2009,4.0,69.14187612,4.0,76,18,41,28
20329,puducherry,pondicherry,kharif,dry chillies,2010,1.0,60.19422661,1.0,79,19,40,28
20330,puducherry,pondicherry,rabi,dry chillies,2010,3.0,43.90343555,4.0,79,19,40,28
20331,puducherry,pondicherry,summer,dry chillies,2010,2.0,64.51386963,2.0,79,19,40,28
20332,puducherry,pondicherry,kharif,dry chillies,2011,1.0,64.49423914,2.0,77,18,39,28
20333,puducherry,pondicherry,summer,dry chillies,2011,1.0,108.66568659999999,2.0,77,18,39,28
20334,puducherry,pondicherry,kharif,dry chillies,2012,1.0,67.84457505,2.0,73,19,41,28
20335,puducherry,pondicherry,rabi,dry chillies,2012,2.0,91.53289790000001,4.0,73,19,41,28
20336,puducherry,pondicherry,summer,dry chillies,2012,1.0,71.22499149,2.0,73,19,41,28
20337,puducherry,pondicherry,kharif,dry chillies,2013,1.0,67.24058262,4.0,75,12,41,28
20338,puducherry,pondicherry,rabi,dry chillies,2013,2.0,95.76771522,12.0,75,12,41,28
20339,puducherry,pondicherry,summer,dry chillies,2013,2.0,60.66822627,23.0,75,12,41,28
20340,puducherry,yanam,whole year,dry chillies,2000,1.0,73.28853998,3.0,75,17,41,28
20341,puducherry,yanam,whole year,dry chillies,2003,1.0,79.20037833,2.0,75,18,42,28
20342,puducherry,yanam,whole year,dry chillies,2004,2.0,74.39786486,3.0,76,15,38,28
20343,rajasthan,ajmer,whole year,dry chillies,1998,3504.0,67.15557207,843.0,53,4,46,25
20344,rajasthan,ajmer,whole year,dry chillies,1999,3621.0,147.1302143,1243.0,48,5,43,26
20345,rajasthan,ajmer,whole year,dry chillies,2000,2109.0,65.65725649,573.0,46,5,43,26
20346,rajasthan,ajmer,whole year,dry chillies,2001,2608.0,93.38086994,2141.0,48,4,44,25
20347,rajasthan,ajmer,whole year,dry chillies,2002,940.0,101.5834058,85.0,44,6,44,27
20348,rajasthan,ajmer,whole year,dry chillies,2003,1050.0,89.03028382,1100.0,56,2,45,25
20349,rajasthan,ajmer,whole year,dry chillies,2004,1628.0,100.6457737,1639.0,49,5,45,27
20350,rajasthan,ajmer,whole year,dry chillies,2005,906.0,81.91206447,503.0,50,5,44,25
20351,rajasthan,ajmer,whole year,dry chillies,2006,745.0,85.76732152,492.0,53,3,44,26
20352,rajasthan,ajmer,whole year,dry chillies,2007,1172.0,67.96619346,671.0,51,4,45,26
20353,rajasthan,ajmer,whole year,dry chillies,2008,844.0,77.75593279,630.0,53,5,43,25
20354,rajasthan,ajmer,whole year,dry chillies,2009,808.0,77.2472444,222.0,44,7,44,27
20355,rajasthan,ajmer,whole year,dry chillies,2010,670.0,146.611937,530.0,51,3,48,26
20356,rajasthan,alwar,whole year,dry chillies,1998,692.0,60.29344151,554.0,53,4,46,25
20357,rajasthan,alwar,whole year,dry chillies,1999,986.0,99.53911252,789.0,48,5,43,26
20358,rajasthan,alwar,whole year,dry chillies,2000,820.0,87.49842604,679.0,46,5,43,26
20359,rajasthan,alwar,whole year,dry chillies,2001,583.0,101.3211188,294.0,48,4,44,25
20360,rajasthan,alwar,whole year,dry chillies,2002,409.0,114.30292659999998,43.0,44,6,44,27
20361,rajasthan,alwar,whole year,dry chillies,2003,620.0,88.80707721,1039.0,56,2,45,25
20362,rajasthan,alwar,whole year,dry chillies,2004,679.0,88.91004895,901.0,49,5,45,27
20363,rajasthan,alwar,whole year,dry chillies,2005,543.0,83.43975408,750.0,50,5,44,25
20364,rajasthan,alwar,whole year,dry chillies,2006,403.0,90.78747951,1168.0,53,3,44,26
20365,rajasthan,alwar,whole year,dry chillies,2007,424.0,76.78537329,749.0,51,4,45,26
20366,rajasthan,alwar,whole year,dry chillies,2008,273.0,130.1050311,460.0,53,5,43,25
20367,rajasthan,alwar,whole year,dry chillies,2009,325.0,87.83896877,389.0,44,7,44,27
20368,rajasthan,alwar,whole year,dry chillies,2010,338.0,84.995456,456.0,51,3,48,26
20369,rajasthan,banswara,whole year,dry chillies,1998,488.0,96.16120467,73.0,53,4,46,25
20370,rajasthan,banswara,whole year,dry chillies,1999,523.0,102.0185171,78.0,48,5,43,26
20371,rajasthan,banswara,whole year,dry chillies,2000,466.0,108.85529309999998,42.0,46,5,43,26
20372,rajasthan,banswara,whole year,dry chillies,2001,469.0,81.74894109,174.0,48,4,44,25
20373,rajasthan,banswara,whole year,dry chillies,2002,518.0,90.40330175,130.0,44,6,44,27
20374,rajasthan,banswara,whole year,dry chillies,2003,511.0,81.65585848,288.0,56,2,45,25
20375,rajasthan,banswara,whole year,dry chillies,2004,370.0,80.59365487,97.0,49,5,45,27
20376,rajasthan,banswara,whole year,dry chillies,2005,394.0,77.96597124,125.0,50,5,44,25
20377,rajasthan,banswara,whole year,dry chillies,2006,333.0,160.46683090000002,18.0,53,3,44,26
20378,rajasthan,banswara,whole year,dry chillies,2007,358.0,56.74835465,201.0,51,4,45,26
20379,rajasthan,banswara,whole year,dry chillies,2008,370.0,96.89731328,112.0,53,5,43,25
20380,rajasthan,banswara,whole year,dry chillies,2009,372.0,93.62669277,35.0,44,7,44,27
20381,rajasthan,banswara,whole year,dry chillies,2010,393.0,106.36805770000001,142.0,51,3,48,26
20382,rajasthan,baran,whole year,dry chillies,1998,269.0,115.7297548,447.0,53,4,46,25
20383,rajasthan,baran,whole year,dry chillies,1999,300.0,93.18189623,605.0,48,5,43,26
20384,rajasthan,baran,whole year,dry chillies,2000,292.0,63.97218552,248.0,46,5,43,26
20385,rajasthan,baran,whole year,dry chillies,2001,298.0,52.43318213,212.0,48,4,44,25
20386,rajasthan,baran,whole year,dry chillies,2002,237.0,66.79659851,130.0,44,6,44,27
20387,rajasthan,baran,whole year,dry chillies,2003,245.0,67.09304988,311.0,56,2,45,25
20388,rajasthan,baran,whole year,dry chillies,2004,172.0,123.9083375,358.0,49,5,45,27
20389,rajasthan,baran,whole year,dry chillies,2005,113.0,67.16477392,100.0,50,5,44,25
20390,rajasthan,baran,whole year,dry chillies,2006,144.0,92.60934246,126.0,53,3,44,26
20391,rajasthan,baran,whole year,dry chillies,2007,201.0,78.18494521,132.0,51,4,45,26
20392,rajasthan,baran,whole year,dry chillies,2008,105.0,73.0229121,114.0,53,5,43,25
20393,rajasthan,baran,whole year,dry chillies,2009,133.0,102.191826,157.0,44,7,44,27
20394,rajasthan,baran,whole year,dry chillies,2010,128.0,70.14356883,122.0,51,3,48,26
20395,rajasthan,barmer,whole year,dry chillies,1998,39.0,77.56535875,35.0,53,4,46,25
20396,rajasthan,barmer,whole year,dry chillies,1999,75.0,73.28211323,68.0,48,5,43,26
20397,rajasthan,barmer,whole year,dry chillies,2000,67.0,82.34200944,10.0,46,5,43,26
20398,rajasthan,barmer,whole year,dry chillies,2001,70.0,64.08433412,65.0,48,4,44,25
20399,rajasthan,barmer,whole year,dry chillies,2002,21.0,113.1221945,20.0,44,6,44,27
20400,rajasthan,barmer,whole year,dry chillies,2003,53.0,74.96487511,26.0,56,2,45,25
20401,rajasthan,barmer,whole year,dry chillies,2004,53.0,93.33564171,44.0,49,5,45,27
20402,rajasthan,barmer,whole year,dry chillies,2006,25.0,65.02740961,13.0,53,3,44,26
20403,rajasthan,barmer,whole year,dry chillies,2007,32.0,64.83066016,14.0,51,4,45,26
20404,rajasthan,barmer,whole year,dry chillies,2008,28.0,56.15630501,15.0,53,5,43,25
20405,rajasthan,barmer,whole year,dry chillies,2009,31.0,75.36910875,21.0,44,7,44,27
20406,rajasthan,barmer,whole year,dry chillies,2010,115.0,57.2228424,47.0,51,3,48,26
20407,rajasthan,bharatpur,whole year,dry chillies,1998,1481.0,81.68365353,5919.0,53,4,46,25
20408,rajasthan,bharatpur,whole year,dry chillies,1999,1697.0,72.87553799,4516.0,48,5,43,26
20409,rajasthan,bharatpur,whole year,dry chillies,2000,1285.0,86.25814441,2325.0,46,5,43,26
20410,rajasthan,bharatpur,whole year,dry chillies,2001,776.0,79.65309537,2580.0,48,4,44,25
20411,rajasthan,bharatpur,whole year,dry chillies,2002,484.0,66.89025795,518.0,44,6,44,27
20412,rajasthan,bharatpur,whole year,dry chillies,2003,670.0,68.84985483,1667.0,56,2,45,25
20413,rajasthan,bharatpur,whole year,dry chillies,2004,923.0,48.9382379,4388.0,49,5,45,27
20414,rajasthan,bharatpur,whole year,dry chillies,2005,379.0,114.64388079999999,1780.0,50,5,44,25
20415,rajasthan,bharatpur,whole year,dry chillies,2006,393.0,112.15707340000002,1377.0,53,3,44,26
20416,rajasthan,bharatpur,whole year,dry chillies,2007,602.0,106.8410895,1843.0,51,4,45,26
20417,rajasthan,bharatpur,whole year,dry chillies,2008,352.0,98.63192412,1931.0,53,5,43,25
20418,rajasthan,bharatpur,whole year,dry chillies,2009,319.0,140.499327,1420.0,44,7,44,27
20419,rajasthan,bharatpur,whole year,dry chillies,2010,310.0,106.63458059999999,706.0,51,3,48,26
20420,rajasthan,bhilwara,whole year,dry chillies,1998,2108.0,108.45708540000001,1664.0,53,4,46,25
20421,rajasthan,bhilwara,whole year,dry chillies,1999,2669.0,101.3190905,2107.0,48,5,43,26
20422,rajasthan,bhilwara,whole year,dry chillies,2000,1297.0,109.8029242,660.0,46,5,43,26
20423,rajasthan,bhilwara,whole year,dry chillies,2001,1934.0,113.0224104,1880.0,48,4,44,25
20424,rajasthan,bhilwara,whole year,dry chillies,2002,1140.0,88.90461753,249.0,44,6,44,27
20425,rajasthan,bhilwara,whole year,dry chillies,2003,1014.0,52.72938571,692.0,56,2,45,25
20426,rajasthan,bhilwara,whole year,dry chillies,2004,1680.0,54.79961548,1020.0,49,5,45,27
20427,rajasthan,bhilwara,whole year,dry chillies,2005,1131.0,54.82205129,318.0,50,5,44,25
20428,rajasthan,bhilwara,whole year,dry chillies,2006,1053.0,54.76100427,682.0,53,3,44,26
20429,rajasthan,bhilwara,whole year,dry chillies,2007,1384.0,114.25725039999999,1799.0,51,4,45,26
20430,rajasthan,bhilwara,whole year,dry chillies,2008,1179.0,55.12404123,793.0,53,5,43,25
20431,rajasthan,bhilwara,whole year,dry chillies,2009,615.0,79.61374134,370.0,44,7,44,27
20432,rajasthan,bhilwara,whole year,dry chillies,2010,771.0,79.96997845,1044.0,51,3,48,26
20433,rajasthan,bikaner,whole year,dry chillies,2000,11.0,71.50058154,5.0,46,5,43,26
20434,rajasthan,bikaner,whole year,dry chillies,2001,7.0,86.10513179,4.0,48,4,44,25
20435,rajasthan,bikaner,whole year,dry chillies,2003,12.0,59.16157615,6.0,56,2,45,25
20436,rajasthan,bikaner,whole year,dry chillies,2004,13.0,48.86338135,7.0,49,5,45,27
20437,rajasthan,bikaner,whole year,dry chillies,2005,4.0,64.17586511,4.0,50,5,44,25
20438,rajasthan,bikaner,whole year,dry chillies,2007,2.0,64.80773876,2.0,51,4,45,26
20439,rajasthan,bikaner,whole year,dry chillies,2008,2.0,114.64572820000001,2.0,53,5,43,25
20440,rajasthan,bikaner,whole year,dry chillies,2009,1.0,69.17976836,1.0,44,7,44,27
20441,rajasthan,bikaner,whole year,dry chillies,2010,2.0,90.85965264,2.0,51,3,48,26
20442,rajasthan,bundi,whole year,dry chillies,1998,183.0,76.33472105,150.0,53,4,46,25
20443,rajasthan,bundi,whole year,dry chillies,1999,226.0,68.10681009,201.0,48,5,43,26
20444,rajasthan,bundi,whole year,dry chillies,2000,227.0,96.65448417,341.0,46,5,43,26
20445,rajasthan,bundi,whole year,dry chillies,2001,226.0,66.43879035,182.0,48,4,44,25
20446,rajasthan,bundi,whole year,dry chillies,2002,141.0,80.98893547,122.0,44,6,44,27
20447,rajasthan,bundi,whole year,dry chillies,2003,175.0,68.43524462,173.0,56,2,45,25
20448,rajasthan,bundi,whole year,dry chillies,2004,158.0,86.60285372,172.0,49,5,45,27
20449,rajasthan,bundi,whole year,dry chillies,2005,147.0,66.90632114,177.0,50,5,44,25
20450,rajasthan,bundi,whole year,dry chillies,2006,144.0,109.3470268,145.0,53,3,44,26
20451,rajasthan,bundi,whole year,dry chillies,2007,163.0,68.93149018,191.0,51,4,45,26
20452,rajasthan,bundi,whole year,dry chillies,2008,133.0,88.40535445,229.0,53,5,43,25
20453,rajasthan,bundi,whole year,dry chillies,2009,109.0,91.72577954,75.0,44,7,44,27
20454,rajasthan,bundi,whole year,dry chillies,2010,88.0,82.85723163,112.0,51,3,48,26
20455,rajasthan,churu,whole year,dry chillies,1998,13.0,90.46818597,7.0,53,4,46,25
20456,rajasthan,churu,whole year,dry chillies,1999,13.0,66.2872655,7.0,48,5,43,26
20457,rajasthan,churu,whole year,dry chillies,2000,6.0,87.16483377,2.0,46,5,43,26
20458,rajasthan,churu,whole year,dry chillies,2001,6.0,80.32823615,1.0,48,4,44,25
20459,rajasthan,churu,whole year,dry chillies,2002,1.0,88.56193635,1.0,44,6,44,27
20460,rajasthan,churu,whole year,dry chillies,2003,1.0,76.36607803,0.0,56,2,45,25
20461,rajasthan,churu,whole year,dry chillies,2004,1.0,147.35492319999997,1.0,49,5,45,27
20462,rajasthan,dausa,whole year,dry chillies,1998,80.0,67.00468456,171.0,53,4,46,25
20463,rajasthan,dausa,whole year,dry chillies,1999,37.0,93.44232505,79.0,48,5,43,26
20464,rajasthan,dausa,whole year,dry chillies,2000,26.0,99.40927709,67.0,46,5,43,26
20465,rajasthan,dausa,whole year,dry chillies,2001,25.0,99.67518976,18.0,48,4,44,25
20466,rajasthan,dausa,whole year,dry chillies,2002,22.0,112.25009909999999,19.0,44,6,44,27
20467,rajasthan,dausa,whole year,dry chillies,2003,51.0,85.91125826,48.0,56,2,45,25
20468,rajasthan,dausa,whole year,dry chillies,2004,25.0,67.41783015,15.0,49,5,45,27
20469,rajasthan,dausa,whole year,dry chillies,2005,16.0,61.76565251,12.0,50,5,44,25
20470,rajasthan,dausa,whole year,dry chillies,2006,15.0,74.60247104,15.0,53,3,44,26
20471,rajasthan,dausa,whole year,dry chillies,2007,24.0,55.77695592,24.0,51,4,45,26
20472,rajasthan,dausa,whole year,dry chillies,2008,26.0,87.52124633,29.0,53,5,43,25
20473,rajasthan,dausa,whole year,dry chillies,2010,39.0,85.7690535,78.0,51,3,48,26
20474,rajasthan,dungarpur,whole year,dry chillies,1998,233.0,82.75383779,26.0,53,4,46,25
20475,rajasthan,dungarpur,whole year,dry chillies,1999,212.0,64.28990315,24.0,48,5,43,26
20476,rajasthan,dungarpur,whole year,dry chillies,2000,193.0,73.68715859999999,17.0,46,5,43,26
20477,rajasthan,dungarpur,whole year,dry chillies,2001,222.0,51.54259655,20.0,48,4,44,25
20478,rajasthan,dungarpur,whole year,dry chillies,2002,122.0,103.251213,17.0,44,6,44,27
20479,rajasthan,dungarpur,whole year,dry chillies,2003,201.0,85.03251775,161.0,56,2,45,25
20480,rajasthan,dungarpur,whole year,dry chillies,2004,177.0,95.65695981,26.0,49,5,45,27
20481,rajasthan,dungarpur,whole year,dry chillies,2005,149.0,84.32916332,17.0,50,5,44,25
20482,rajasthan,dungarpur,whole year,dry chillies,2006,161.0,148.1115969,7.0,53,3,44,26
20483,rajasthan,dungarpur,whole year,dry chillies,2007,120.0,78.25027407,96.0,51,4,45,26
20484,rajasthan,dungarpur,whole year,dry chillies,2008,157.0,102.531223,4.0,53,5,43,25
20485,rajasthan,dungarpur,whole year,dry chillies,2009,203.0,98.02435191,6.0,44,7,44,27
20486,rajasthan,dungarpur,whole year,dry chillies,2010,170.0,117.40961270000001,80.0,51,3,48,26
20487,rajasthan,ganganagar,whole year,dry chillies,1998,128.0,116.74430109999999,384.0,53,4,46,25
20488,rajasthan,ganganagar,whole year,dry chillies,1999,239.0,92.70885842,717.0,48,5,43,26
20489,rajasthan,ganganagar,whole year,dry chillies,2000,106.0,75.26157229,318.0,46,5,43,26
20490,rajasthan,ganganagar,whole year,dry chillies,2001,58.0,60.80446436,174.0,48,4,44,25
20491,rajasthan,ganganagar,whole year,dry chillies,2002,89.0,89.69512203,89.0,44,6,44,27
20492,rajasthan,ganganagar,whole year,dry chillies,2003,78.0,71.4868435,78.0,56,2,45,25
20493,rajasthan,ganganagar,whole year,dry chillies,2004,60.0,102.29465359999999,1.0,49,5,45,27
20494,rajasthan,ganganagar,whole year,dry chillies,2005,35.0,86.5949263,35.0,50,5,44,25
20495,rajasthan,ganganagar,whole year,dry chillies,2006,35.0,103.88662729999999,35.0,53,3,44,26
20496,rajasthan,ganganagar,whole year,dry chillies,2007,58.0,95.47938561,58.0,51,4,45,26
20497,rajasthan,ganganagar,whole year,dry chillies,2008,49.0,88.93461547,48.0,53,5,43,25
20498,rajasthan,ganganagar,whole year,dry chillies,2009,85.0,78.29855129,70.0,44,7,44,27
20499,rajasthan,ganganagar,whole year,dry chillies,2010,57.0,62.41087927,50.0,51,3,48,26
20500,rajasthan,hanumangarh,whole year,dry chillies,1998,18.0,106.44978799999998,18.0,53,4,46,25
20501,rajasthan,hanumangarh,whole year,dry chillies,1999,19.0,77.75923233,19.0,48,5,43,26
20502,rajasthan,hanumangarh,whole year,dry chillies,2000,12.0,95.29476936,12.0,46,5,43,26
20503,rajasthan,hanumangarh,whole year,dry chillies,2001,5.0,83.55998078,5.0,48,4,44,25
20504,rajasthan,hanumangarh,whole year,dry chillies,2002,6.0,146.33691509999997,2.0,44,6,44,27
20505,rajasthan,hanumangarh,whole year,dry chillies,2003,11.0,66.50016257,5.0,56,2,45,25
20506,rajasthan,hanumangarh,whole year,dry chillies,2004,15.0,108.07190520000002,10.0,49,5,45,27
20507,rajasthan,hanumangarh,whole year,dry chillies,2005,75.0,94.28857543,36.0,50,5,44,25
20508,rajasthan,hanumangarh,whole year,dry chillies,2006,10.0,119.6407146,10.0,53,3,44,26
20509,rajasthan,hanumangarh,whole year,dry chillies,2007,51.0,116.5923096,60.0,51,4,45,26
20510,rajasthan,hanumangarh,whole year,dry chillies,2008,35.0,92.99935913,30.0,53,5,43,25
20511,rajasthan,hanumangarh,whole year,dry chillies,2009,50.0,121.13811329999999,31.0,44,7,44,27
20512,rajasthan,hanumangarh,whole year,dry chillies,2010,123.0,108.26292609999999,104.0,51,3,48,26
20513,rajasthan,jaipur,whole year,dry chillies,1998,687.0,115.44457720000001,458.0,53,4,46,25
20514,rajasthan,jaipur,whole year,dry chillies,1999,698.0,102.17846479999999,299.0,48,5,43,26
20515,rajasthan,jaipur,whole year,dry chillies,2000,608.0,149.3871221,327.0,46,5,43,26
20516,rajasthan,jaipur,whole year,dry chillies,2001,647.0,114.8536772,464.0,48,4,44,25
20517,rajasthan,jaipur,whole year,dry chillies,2002,673.0,114.6425467,276.0,44,6,44,27
20518,rajasthan,jaipur,whole year,dry chillies,2003,1836.0,109.9455456,1343.0,56,2,45,25
20519,rajasthan,jaipur,whole year,dry chillies,2004,1519.0,125.7930455,1100.0,49,5,45,27
20520,rajasthan,jaipur,whole year,dry chillies,2005,1458.0,125.7272538,3376.0,50,5,44,25
20521,rajasthan,jaipur,whole year,dry chillies,2006,1495.0,99.67010448,1214.0,53,3,44,26
20522,rajasthan,jaipur,whole year,dry chillies,2007,1516.0,65.26995992,2839.0,51,4,45,26
20523,rajasthan,jaipur,whole year,dry chillies,2008,1874.0,55.62716333,2897.0,53,5,43,25
20524,rajasthan,jaipur,whole year,dry chillies,2009,854.0,84.56501361,336.0,44,7,44,27
20525,rajasthan,jaipur,whole year,dry chillies,2010,787.0,63.61150113,552.0,51,3,48,26
20526,rajasthan,jaisalmer,whole year,dry chillies,1998,108.0,101.4752084,54.0,53,4,46,25
20527,rajasthan,jaisalmer,whole year,dry chillies,1999,189.0,85.52231783,94.0,48,5,43,26
20528,rajasthan,jaisalmer,whole year,dry chillies,2000,223.0,117.47611129999999,89.0,46,5,43,26
20529,rajasthan,jaisalmer,whole year,dry chillies,2001,162.0,105.9376759,157.0,48,4,44,25
20530,rajasthan,jaisalmer,whole year,dry chillies,2003,206.0,82.81803247,155.0,56,2,45,25
20531,rajasthan,jaisalmer,whole year,dry chillies,2004,130.0,61.71333604,13.0,49,5,45,27
20532,rajasthan,jaisalmer,whole year,dry chillies,2005,43.0,55.25804567,34.0,50,5,44,25
20533,rajasthan,jaisalmer,whole year,dry chillies,2006,22.0,43.26425381,22.0,53,3,44,26
20534,rajasthan,jaisalmer,whole year,dry chillies,2007,31.0,62.40318782,25.0,51,4,45,26
20535,rajasthan,jaisalmer,whole year,dry chillies,2008,21.0,62.77668232,11.0,53,5,43,25
20536,rajasthan,jaisalmer,whole year,dry chillies,2009,15.0,102.6006402,8.0,44,7,44,27
20537,rajasthan,jaisalmer,whole year,dry chillies,2010,18.0,70.43882502,9.0,51,3,48,26
20538,rajasthan,jhalawar,whole year,dry chillies,1998,488.0,89.71604909,168.0,53,4,46,25
20539,rajasthan,jhalawar,whole year,dry chillies,1999,664.0,72.07817076,295.0,48,5,43,26
20540,rajasthan,jhalawar,whole year,dry chillies,2000,647.0,63.7856809,721.0,46,5,43,26
20541,rajasthan,jhalawar,whole year,dry chillies,2001,782.0,89.84072341,1062.0,48,4,44,25
20542,rajasthan,jhalawar,whole year,dry chillies,2002,674.0,60.64022695,165.0,44,6,44,27
20543,rajasthan,jhalawar,whole year,dry chillies,2003,648.0,58.03709727,271.0,56,2,45,25
20544,rajasthan,jhalawar,whole year,dry chillies,2004,594.0,46.94884144,243.0,49,5,45,27
20545,rajasthan,jhalawar,whole year,dry chillies,2005,409.0,78.74532012,157.0,50,5,44,25
20546,rajasthan,jhalawar,whole year,dry chillies,2006,448.0,58.18136001,159.0,53,3,44,26
20547,rajasthan,jhalawar,whole year,dry chillies,2007,491.0,89.81769667,399.0,51,4,45,26
20548,rajasthan,jhalawar,whole year,dry chillies,2008,356.0,78.39323246,143.0,53,5,43,25
20549,rajasthan,jhalawar,whole year,dry chillies,2009,437.0,114.85874840000001,422.0,44,7,44,27
20550,rajasthan,jhalawar,whole year,dry chillies,2010,455.0,101.124729,455.0,51,3,48,26
20551,rajasthan,jodhpur,whole year,dry chillies,1998,10516.0,85.15956075,19454.0,53,4,46,25
20552,rajasthan,jodhpur,whole year,dry chillies,1999,10666.0,73.72304673,9105.0,48,5,43,26
20553,rajasthan,jodhpur,whole year,dry chillies,2000,9705.0,57.00908723,8735.0,46,5,43,26
20554,rajasthan,jodhpur,whole year,dry chillies,2001,10166.0,95.53715157,10166.0,48,4,44,25
